datasets,sampleId,labels,RSAD2,BATF2,NCF1,ETV7,IFIT3,CD274,SGK1,IFIT1,IFI44L,SIGLEC1,WARS1,CTSS,PSAP,SAT1,SRGN,ANKRD22,ACTB,IFI27,CALHM6,GBP5,FCGR1A,UBC,ATF3
GSE111368,GSM3029460,Control,6.970146586,4.904716281,11.3176811,4.566885238,9.343674902,4.472991268,10.26259062,9.262022234,7.745951287,4.187529607,9.288478842,9.867841126,12.27012159,12.0240991,13.50388527,6.204164669,13.56512012,8.199418184,6.353680539,9.242438747,7.175886007,13.77867023,4.806304411
GSE111368,GSM3029461,Viral,9.796753418,6.729070306,11.0976706,5.715859003,11.72074003,4.872767456,9.150755314,11.17253108,11.09508653,5.411354651,10.59377792,9.347839992,12.79071864,12.2908319,13.19211948,8.33179845,13.71360669,12.4702853,8.084761746,10.52322949,9.025267258,13.83484312,6.204882441
GSE111368,GSM3029462,Viral,8.00664259,7.737098799,10.9828403,5.803582766,10.08501839,5.380345931,8.651231265,9.50432955,8.510997932,4.03230743,9.290970362,9.815083542,12.63586213,12.58121807,13.56916809,8.778140828,13.45272022,7.507425827,7.074655291,10.24753567,9.858262372,13.66207996,4.987578909
GSE111368,GSM3029463,Control,9.611161653,5.860130738,11.18452043,4.432993031,11.03926011,4.73496807,10.01057399,11.04851314,9.903404865,4.846859632,9.522157472,10.24906501,12.4702853,12.21630837,13.64353715,6.742270164,13.24530401,7.349628551,7.499130427,10.03359228,8.363998232,13.69707529,5.113770631
GSE111368,GSM3029464,Viral,7.584737599,4.699872545,11.98625622,4.662515955,9.038084665,5.899894179,8.733576906,9.280226387,7.670396931,3.539329007,8.981421093,9.267162359,12.66700023,12.97586868,13.73241276,9.172690178,13.40795084,7.37890697,6.152601375,7.648621341,10.24464588,13.67511975,4.97714219
GSE111368,GSM3029465,Control,5.711121301,4.314083622,10.67873798,4.496621893,7.35751805,4.076405095,10.72919643,7.122896033,6.288070435,4.456158546,9.681847028,9.78780329,12.43466168,11.82142452,13.13925403,5.777813493,13.65610748,5.996361513,7.669386968,8.200992411,6.465895572,13.64990252,4.825564523
GSE111368,GSM3029466,Viral,7.559999946,6.565365068,11.02056866,5.263675891,10.54849112,4.399218652,9.993297547,10.27531608,9.947720936,4.845386599,10.28620726,9.766145732,12.87849792,12.17905196,13.22598901,6.807905962,13.68176189,12.06213294,6.979371492,9.929982044,9.545690231,13.92038822,4.657828647
GSE111368,GSM3029467,Viral,11.43864683,7.578214441,11.14313388,5.734116454,12.48856764,4.912424684,8.955616589,12.99454932,12.36527917,5.469859994,10.34979793,9.813841688,12.96637811,12.8418506,13.66873227,8.301077836,13.59131648,13.48449313,7.799675762,11.27561345,10.55382459,13.7419467,6.287665427
GSE111368,GSM3029468,Control,8.982902074,5.553314878,10.99612112,4.419849373,10.5392994,3.394371326,10.29558035,11.12613005,9.687410661,4.010232359,10.19004537,9.981372707,12.73231699,12.10741017,13.57367758,6.157777668,13.46880221,5.425763472,7.183994326,9.60958684,6.973093109,13.73241276,5.351717544
GSE111368,GSM3029469,Control,6.11579662,4.469723664,11.29401718,4.440933495,8.860346736,3.719775919,10.51785174,9.094026022,7.268891494,4.303749482,9.227895751,10.56813366,12.60397352,12.24132801,13.66873227,5.995879672,13.72337839,5.610306129,6.796121238,8.297007676,6.571847867,13.77867023,4.989547805
GSE111368,GSM3029470,Viral,11.91894688,8.032566365,11.09284522,5.977117715,12.8559836,5.526921035,9.165917162,13.32768069,13.1731607,6.008083024,11.08837795,9.726597605,13.27977193,13.44487029,13.7419467,8.547639172,13.64990252,13.40795084,8.144029002,11.66844079,10.51971157,13.81263253,7.362433151
